"","Title","Unit","Area","Price","Type","Decoration","Floor","Orientation","Add"
"160","朝阳立水桥 公园地产低总价小户型 精装修不限资质 外地人可买",41153,"26","107","1室1厅1卫","精装修","低层（共6层）","南向","立水桥北里-北苑二手房出售-立汤路"
"161","三期大独栋 使用面各900平 花园1000平 靠谱卖 随时看",70175,"399","2800","4室2厅3卫","精装修","共4层","南北向","北京玫瑰园-沙河二手房出售-高教园中街"
"162","半山别墅 靠山而建 视野辽阔 享受高境界生活 总价323万",12519,"258","323","4室2厅2卫","毛坯","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"163","金科帕提欧 洋房首付158万97平两居满五唯一",34536,"97","335","2室2厅2卫","精装修","高层（共9层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"164","中海尚湖 小孩出国 公司扩展 需大量资金 被迫出售婚房",42857,"350","1500","4室2厅3卫","毛坯","共4层","南向","中海尚湖世家-沙河二手房出售-于新庄路"
"165","昌平南口独栋别墅168万一套200平米,超大私家花园依山傍水",8400,"200","168","4室2厅3卫","精装修","共2层","南北向","盛世庄园-回龙观二手房出售-流村环岛北1000米"
"166","紧邻立水桥地铁，均价23800一平，准现房",23469,"98","230","2室2厅1卫","毛坯","高层（共7层）","南北向","中滩园-立水桥二手房出售-中东路"
"167","出售白各庄精装二居室  南北通透  随时看房",18750,"80","150","2室1厅1卫","精装修","中层（共19层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"168","新出珠江壹三期 K07户型 精装修花园500平 诚信房源",41316,"547","2260","5室3厅5卫","豪华装修","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"169","12万把家安家在十三陵景区，集体大产权，开发商可返租",16666,"30","50","1室1厅1卫","精装修","共5层","南北向","峥仁公寓-昌平县城二手房出售-弘大路"
"170","满五年 建成新 看房方便",38657,"56","220","2室1厅1卫","简单装修","低层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"171","昌平地铁，大产权，每平米26000 新开盘 全部现房可分期",30000,"40","120","1室1厅1卫","精装修","低层（共12层）","东南向","龙山跃-昌平县城二手房出售-白浮泉路"
"172","出售白各庄精装三居室 户型好  南北通透 随时看房",19523,"105","205","3室1厅1卫","精装修","高层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"173","业主诚心出售白各庄精装二居，楼层好，采光好 随时看房",18235,"85","155","2室1厅1卫","精装修","中层（共10层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"174","业主诚心出售白各庄精装三居，楼层好，采光好 随时看房",20000,"95","190","3室1厅1卫","精装修","中层（共13层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"175","白各庄正规朝南两居室 业主诚心出售185万包过户",22560,"82","185","2室1厅1卫","简单装修","中层（共18层）","南向","白各庄新村-沙河镇二手房出售-定泗路66号"
"176","朝阳立水桥精装LOFT公寓50万一套，紧邻立水桥地铁400米",42000,"25","105","1室1厅1卫","精装修","共3层","南北向","丽水园(南区...-天通苑二手房出售-立水桥北路"
"177","玫瑰园精装独栋，使用面积大，看房随时，1000平大花园",76586,"457","3500","4室2厅3卫","豪华装修","共3层","南向","北京玫瑰园-沙河二手房出售-高教园中街"
"178","北京玫瑰园 精装独栋 花园400平 稀.缺小户型 1500万",55350,"271","1500","4室3厅4卫","精装修","共2层","南北向","北京玫瑰园-沙河二手房出售-高教园中街"
"179","沙河北大桥公交站西侧，32平9.8万，仅此一套，机会难得",29000,"20","58","1室1厅1卫","精装修","中层（共6层）","南向","沙河生产宿舍-沙河二手房出售-巩华城大街58号"
"180","业主急急急急,给你意想不到的可能,机会难得！看了让人不心动？",21097,"82","173","2室1厅1卫","毛坯","中层（共18层）","南北向","白各庄新村-沙河镇二手房出售-定泗路66号"
"181","昌平南口独栋别墅168万一套200平米,超大私家花园依山傍水",11200,"150","168","4室3厅4卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"182","急售 宏福苑小区北向精装一改二，130万，可平移户 口 欢迎",18309,"71","130","1室1厅1卫","精装修","中层（共18层）","北向","白各庄新村-沙河二手房出售-定泗路66号"
"183","出售宏福苑小区 两居室 80平米125万价格可谈 。",15625,"80","125","2室2厅1卫","精装修","高层（共7层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"184","急售宏福苑 南北通透105平米两居室 低楼层 200万可谈",19047,"105","200","2室2厅1卫","精装修","中层（共6层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"185","龙山华府电梯中楼层环保自住装修全明格局电梯房",42045,"88","370","2室1厅1卫","精装修","中层（共15层）","南向","拓然家苑-昌平县城二手房出售-白浮泉路"
"186","昌平硅谷soho现房正规大产权 随时入住 所剩不多",35135,"37","130","1室1厅1卫","毛坯","高层（共13层）","南北向","花雨汀-昌平县城二手房出售-中兴路17号"
"187","投姿少，回抱高的性价好房出售",15844,"77","122","2室1厅1卫","简单装修","中层（共17层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"188","宏福苑 朝阳一居 豪华一居 真实照片 随时看房",23076,"65","150","1室1厅1卫","豪华装修","低层（共6层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"189","新盘天然氧吧，十三陵景区现房，全款12万起29平米，集体大本",25454,"11","28","1室1厅1卫","豪华装修","共5层","南北向","昌平镇市政宿...-昌平县城二手房出售-昌平区南环路"
"190","地铁300米，豪装loft，全款50万套，可注 册办公",33333,"15","50","1室1厅1卫","豪华装修","共5层","南北向","丽水园(南区...-天通苑二手房出售-立水桥北路"
"191","全款50万套，豪装loft，城轨300米，4.2米调高",33333,"15","50","1室1厅1卫","豪华装修","共5层","南北向","丽水园(南区...-天通苑二手房出售-立水桥北路"
"192","不限 购，28000平商 住大产权，首付5成，机会难得",29411,"17","50","1室1厅1卫","精装修","中层（共12层）","南北向","水箱厂宿舍-昌平县城二手房出售-昌平区西环路"
"193","昌平大产权商 住，首付5成66万起，不限 购，现房高5.3米",30666,"30","92","1室1厅1卫","精装修","中层（共12层）","南北向","南环里(西区...-昌平县城二手房出售-南环路"
"194","沙河北大桥现房30平米仅售13.8万30平之70平米户型齐全",20000,"25","50","1室1厅1卫","精装修","中层（共6层）","南向","天红大院-沙河二手房出售-朝宗桥北路"
"195","360平房本 400平花园 小区内找不到这样的好房 四卧朝阳",36944,"360","1330","4室2厅4卫","毛坯","共3层","南向","香江别墅-小汤山二手房出售-镇百葛路366号"
"196","中海精装联排别墅 不要指标70年商品房 带车库花园 不要资质",40745,"255","1039","5室2厅4卫","精装修","共3层","南北向","中海瓦尔登湖-沙河二手房出售-定泗路"
"197","沙河公寓不限购，毛坯精装均有30185平米住宅 随时看房",8571,"35","30","1室1厅1卫","精装修","中层（共6层）","南北向","王庄工业园(...-沙河二手房出售-秦上路,近尚上路"
"198","京北南口观山别墅 现房随时看房均价九千 花园300平米",12777,"180","230","3室2厅2卫","毛坯","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"199","北五环五号线地 铁旁 2万一平精装复式可办公，返租百分之十",41666,"30","125","1室1厅1卫","精装修","低层（共6层）","南向","立水桥北里-北苑二手房出售-立汤路"
"200","昌平复式挑高4.2米，可下独立房本，以公司名义不占购房资格",30400,"50","152","1室1厅1卫","毛坯","高层（共18层）","东南向","花雨汀-昌平县城二手房出售-中兴路17号"
"201","二期一段 小孩上学 卖了这套房子去市里换一套大平层 随时看房",37037,"297","1100","4室2厅3卫","精装修","共3层","南向","香江别墅-阳坊二手房出售-镇百葛路366号"
"202","出售白各庄精装二居室  南北通透  随时看房",22000,"75","165","2室1厅1卫","毛坯","中层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"203","出售白各庄精装三居室 户型好  南北通透 随时看房",20098,"102","205","3室1厅1卫","精装修","高层（共16层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"204","珠江壹仟栋 售价2100万 精装修 花园400平 送家具家电",45161,"465","2100","5室2厅6卫","精装修","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"205","地铁400米，公园里的房子，全款50万套，豪装loft",33333,"15","50","1室1厅11卫","豪华装修","低层（共6层）","南北向","丽水园(南区...-天通苑二手房出售-立水桥北路"
"206","出售白各庄精装三居室 户型好  南北通透 随时看房",21052,"95","200","3室1厅1卫","精装修","中层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"207","出售白各庄精装一居室  电梯房  纯南户型  随时看房",19827,"58","115","1室1厅1卫","精装修","中层（共15层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"208","业主出售白各庄精装一居室  格局采光好 随时看房",20689,"58","120","1室1厅1卫","精装修","低层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"209","新出珠江壹三期 K07户型 精装修花园500平 诚信房源",41316,"547","2260","5室3厅5卫","豪华装修","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"210","出售白各庄精装一居室 纯南户型  随时看房",20000,"58","116","1室1厅1卫","精装修","中层（共15层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"211","出售欧式风格别墅，小面积，300花园 带装修可直接入住",15714,"210","330","4室2厅2卫","精装修","共2层","南北向","南口别墅-南口二手房出售-亭北路"
"212","业主直售白各庄精装二居室  南北通透  户型楼层好",18823,"85","160","2室1厅1卫","精装修","中层（共15层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"213","出售白各庄一居室 纯南户型 位置楼层好 随时看房",20338,"59","120","1室1厅1卫","精装修","中层（共10层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"214","出售白各庄精装二居室  南北通透  随时看房",20800,"75","156","2室1厅1卫","精装修","低层（共13层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"215","北京玫瑰园精装独栋 1500万诚意出售 看房随时 小区总价低",55147,"272","1500","4室2厅3卫","精装修","共3层","南向","北京玫瑰园-沙河二手房出售-高教园中街"
"216","新盘通知朝阳立水桥双地 铁，总价50万起，好房不等人快来吧",41666,"30","125","1室1厅1卫","精装修","共5层","东西向","立水桥北里-北苑二手房出售-立汤路"
"217","业主直售白各庄精装二居室  南北通透  户型楼层好",19512,"82","160","2室1厅1卫","精装修","高层（共19层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"218","出售白各庄精装一居室 纯南户型  随时看房",20163,"61","123","1室1厅1卫","精装修","低层（共19层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
